Collection,Record,Abstract,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator Email Address,Author / Originator Identifier,Author / Originator Identifier Type,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Type,Keyword Vocabulary,Maintenance,Metadata Access Constraints,Metadata Contact,Metadata Modified Date,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Parent Identifier,Place Keyword,Process Step,Project Description,Project Name,Publication Date,Publisher,Publisher E-Mail,Publisher URL,Purpose,Related Resource Citation,Related Resource Identifier,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Language,Resource Lineage,Resource Long Name,Resource Quality Description,Resource Revision Date,Resource Status,Resource Title,Resource Update Frequency,Resource Use Constraints,Resource on-line Link,Responsible Party Identifier,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Supplemental Information,Taxonomic Extent,Temporal Extent,Temporal Keyword,Unknown,Vertical Maximum,Vertical Minimum,Vertical Resolution,Westernmost Longitude
2013_EML,00041-metadata.xml,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,208.0,0.0,0.0,0.0,1.0
2013_EML,00042-metadata.xml,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,140.0,0.0,0.0,0.0,1.0
2013_EML,00043-metadata.xml,1.0,36.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,9.0,19.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,443.0,0.0,0.0,0.0,1.0
2013_EML,00044-metadata.xml,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,187.0,0.0,0.0,0.0,1.0
2013_EML,00045-metadata.xml,1.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,157.0,0.0,0.0,0.0,1.0
2013_EML,00046-metadata.xml,1.0,19.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,156.0,1.0,1.0,1.0,1.0
2013_EML,00047-metadata.xml,1.0,13.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,165.0,0.0,0.0,0.0,1.0
2013_EML,00048-metadata.xml,1.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,304.0,0.0,0.0,0.0,2.0
2013_EML,00049-metadata.xml,1.0,18.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,180.0,0.0,0.0,0.0,1.0
2013_EML,00050-metadata.xml,1.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,15.0,6.0,1.0,1.0,15.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,15.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,15.0,15.0,1.0,0.0,0.0,1.0,0.0,209.0,0.0,0.0,0.0,15.0
2013_EML,00051-metadata.xml,1.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,8.0,5.0,1.0,2.0,1.0,1.0,1.0,9.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,392.0,0.0,0.0,0.0,2.0
2013_EML,00052-metadata.xml,1.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,165.0,1.0,1.0,1.0,1.0
2013_EML,00053-metadata.xml,1.0,7.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,134.0,0.0,0.0,0.0,1.0
2013_EML,00054-metadata.xml,1.0,7.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,131.0,0.0,0.0,0.0,1.0
2013_EML,00055-metadata.xml,1.0,14.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,168.0,0.0,0.0,0.0,1.0
2013_EML,00056-metadata.xml,1.0,26.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,19.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,382.0,0.0,0.0,0.0,1.0
2013_EML,00057-metadata.xml,1.0,13.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,9.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,24.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,405.0,0.0,0.0,0.0,1.0
2013_EML,00058-metadata.xml,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,187.0,0.0,0.0,0.0,1.0
2013_EML,00059-metadata.xml,1.0,11.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,214.0,0.0,0.0,0.0,2.0
2013_EML,00060-metadata.xml,1.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,212.0,0.0,0.0,0.0,2.0
2013_EML,00061-metadata.xml,1.0,26.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,19.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,359.0,0.0,0.0,0.0,1.0
2013_EML,00062-metadata.xml,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,208.0,0.0,0.0,0.0,1.0
2013_EML,00063-metadata.xml,1.0,16.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,28.0,1.0,1.0,1.0,28.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,28.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,1.0,0.0,282.0,0.0,0.0,0.0,28.0
2013_EML,00064-metadata.xml,1.0,7.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,134.0,0.0,0.0,0.0,1.0
2013_EML,00065-metadata.xml,1.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,16.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,356.0,0.0,0.0,0.0,2.0
2013_EML,00066-metadata.xml,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,46.0,2.0,2.0,1.0,3.0
2013_EML,00067-metadata.xml,1.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,315.0,0.0,0.0,0.0,2.0
2013_EML,00068-metadata.xml,1.0,7.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,131.0,0.0,0.0,0.0,1.0
2013_EML,00069-metadata.xml,1.0,14.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0,6.0,1.0,1.0,12.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,12.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,12.0,12.0,1.0,0.0,1.0,1.0,0.0,217.0,0.0,0.0,0.0,12.0
2013_EML,00070-metadata.xml,1.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,274.0,0.0,0.0,0.0,2.0
2013_EML,00071-metadata.xml,1.0,14.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,198.0,0.0,0.0,0.0,2.0
2013_EML,00072-metadata.xml,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,1.0
2013_EML,00073-metadata.xml,1.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,1.0
2013_EML,00074-metadata.xml,1.0,22.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,33.0,2.0,1.0,1.0,33.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,33.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,33.0,33.0,1.0,0.0,0.0,1.0,0.0,284.0,0.0,0.0,0.0,33.0
2013_EML,00075-metadata.xml,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,199.0,0.0,0.0,0.0,1.0
2013_EML,00076-metadata.xml,1.0,36.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,24.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,8.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,482.0,0.0,0.0,0.0,2.0
2013_EML,00077-metadata.xml,1.0,16.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,42.0,2.0,1.0,1.0,42.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,42.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,42.0,42.0,1.0,0.0,0.0,1.0,0.0,299.0,0.0,0.0,0.0,42.0
2013_EML,00078-metadata.xml,1.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,278.0,0.0,0.0,0.0,2.0
2013_EML,00079-metadata.xml,1.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,188.0,0.0,0.0,0.0,1.0
2013_EML,00080-metadata.xml,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,9.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,346.0,0.0,0.0,0.0,2.0
2013_EML,00081-metadata.xml,1.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,134.0,0.0,0.0,0.0,1.0
2013_EML,00082-metadata.xml,1.0,12.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,19.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,9.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,328.0,0.0,0.0,0.0,1.0
2013_EML,00083-metadata.xml,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,194.0,0.0,0.0,0.0,1.0
